Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,AgentRating_MinMax,Distance_in_km,Distance_in_km_log,Distance_Log_Z,Delay_Group
yqnp795117362,28,4.7,11.022477,76.995667,11.112477,77.085667,2022-03-12,20:45:00,20:55:00,Windy,Jam ,scooter ,Urban ,135,Toys,0.74,14.021812013195877,2.7095032790859226,0.634724650425272,120–180 days
ovsw953911335,26,4.8,25.451517,81.832616,25.471517,81.852616,2022-02-11,09:45:00,09:55:00,Sandstorms,Low ,scooter ,Urban ,55,Electronics,0.76,2.9962292605397924,1.3853512316480232,-1.1314455994170305,30–60 days
dtms399122184,23,4.9,0.0,0.0,0.03,0.03,2022-02-11,23:10:00,23:25:00,Stormy,Low ,scooter ,Metropolitian ,75,Toys,0.78,4.717601092054723,1.743549327922411,-0.6536765830762976,60–120 days
brxj812073228,23,4.7,21.160522,72.771477,21.190522,72.801477,2022-03-15,17:20:00,17:35:00,Windy,Medium ,motorcycle ,Metropolitian ,125,Apparel,0.74,4.561112369848115,1.715798154771299,-0.6906914383661809,120–180 days
wzcr494038425,37,4.8,9.979186,76.317361,10.109186,76.447361,2022-02-18,19:30:00,19:40:00,Cloudy,Jam ,motorcycle ,Urban ,230,Home,0.76,20.286882109879233,3.058091019607674,1.0996752563322865,180–270 days
zbbz088981512,27,4.8,26.911927,75.797282,26.961927,75.847282,2022-04-05,18:35:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian ,85,Cosmetics,0.76,7.448363764234143,2.133972785250206,-0.13292498471782702,60–120 days
nhgr156858586,39,4.8,11.022169,76.999594,11.042169,77.019594,2022-03-19,10:00:00,10:10:00,Cloudy,Low ,motorcycle ,Urban ,100,Outdoors,0.76,3.1161423837879867,1.41491641013053,-1.0920112015560626,60–120 days
iegc493037751,23,4.9,19.254567,72.848923,19.334567,72.928923,2022-03-08,21:55:00,22:10:00,Sunny,Jam ,scooter ,Urban ,100,Books,0.78,12.232070021478455,2.5826434300961165,0.46551742711673394,60–120 days
fhvc616432580,24,4.9,21.175104,72.804342,21.305104,72.934342,2022-03-18,23:25:00,23:40:00,Sunny,Low ,motorcycle ,Metropolitian ,125,Kitchen,0.78,19.760798007029955,3.033066497203892,1.0662972412685412,120–180 days
xcfs423079621,31,4.6,-19.876994,75.372353,19.926994,75.422353,2022-02-15,22:40:00,22:50:00,Sandstorms,Low ,scooter ,Metropolitian ,145,Pet Supplies,0.72,4426.004876187799,8.395478534197041,8.218748219582444,120–180 days
ggrg161077069,27,4.6,19.103249,72.846749,19.173249,72.916749,2022-03-12,21:40:00,21:45:00,Sunny,Jam ,motorcycle ,Metropolitian ,65,Cosmetics,0.72,10.707860128480785,2.4602604220962334,0.30228146925688465,60–120 days
tgtl103850515,39,4.3,22.307898,73.167788,22.387898,73.247788,2022-03-06,18:10:00,18:15:00,Stormy,Medium ,scooter ,Metropolitian ,170,Snacks,0.6599999999999999,12.117044368866042,2.5739124813740624,0.45387198057180916,120–180 days
dclo232045784,22,4.5,22.745536,75.893106,22.775536,75.923106,2022-03-01,20:30:00,20:40:00,Windy,Jam ,motorcycle ,Urban ,115,Jewelry,0.7,4.537640130462831,1.7115684407779916,-0.6963330827942326,60–120 days
ktkb039216394,26,4.6,18.56245,73.916619,18.62245,73.976619,2022-03-11,19:55:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,120,Outdoors,0.72,9.192290417404571,2.3216315930671487,0.11737663595213757,60–120 days
rnvj071174944,21,4.9,22.31279,73.170283,22.34279,73.200283,2022-03-03,19:50:00,19:55:00,Cloudy,Jam ,scooter ,Metropolitian ,105,Outdoors,0.78,4.5441940135013885,1.7127512564955918,-0.6947554286754979,60–120 days
ewby792147160,37,4.9,21.186608,72.794136,21.206608,72.814136,2022-03-15,10:00:00,10:10:00,Fog,Low ,motorcycle ,Metropolitian ,75,Books,0.78,3.040539883060228,1.3963783174656235,-1.1167375370376482,60–120 days
oukw922683122,36,4.0,17.428294,78.404423,17.478294,78.454423,2022-03-17,21:50:00,22:05:00,Stormy,Jam ,motorcycle ,Metropolitian ,165,Sports,0.6,7.683808717426696,2.161460224761321,-0.09626190059330715,120–180 days
npuo660739362,21,4.9,12.975996,80.221898,13.005996,80.251898,2022-03-17,20:25:00,20:30:00,Windy,Jam ,scooter ,Metropolitian ,50,Snacks,0.78,4.657619913371996,1.7330032937710178,-0.6677430128401992,30–60 days
uapl129670896,25,4.5,18.51421,73.838429,18.54421,73.868429,2022-04-03,00:00:00,00:10:00,Stormy,Low ,scooter ,Urban ,85,Jewelry,0.7,4.596951629499317,1.7222220976527105,-0.6821231045212964,60–120 days
icss554271823,23,4.6,12.337978,76.616792,12.357978,76.636792,2022-03-30,09:20:00,09:35:00,Fog,Low ,van,Urban ,90,Apparel,0.72,3.108902629159079,1.413155992652639,-1.0943592679905554,60–120 days
mxik699870005,37,4.6,19.091458,72.827808,19.201458,72.937808,2022-03-06,18:20:00,18:35:00,Sunny,Medium ,motorcycle ,Metropolitian ,190,Books,0.72,16.826241648658563,2.8806716215831294,0.8630310860935388,180–270 days
xahf628216873,23,4.8,12.986047,80.218114,13.066047,80.298114,2022-04-02,18:50:00,19:00:00,Sunny,Medium ,motorcycle ,Metropolitian ,16,Grocery,0.76,12.419464414086296,2.5967062212155567,0.48427455047953766,10–30 days
puje586221420,33,4.9,13.026286,80.275235,13.156286,80.405235,2022-03-16,19:50:00,20:00:00,Windy,Jam ,van,Metropolitian ,29,Grocery,0.78,20.17903304544265,3.053011684997115,1.0929003774990582,10–30 days
ddsc471670071,26,4.8,17.433809,78.386744,17.523809,78.476744,2022-03-27,18:45:00,18:50:00,Windy,Medium ,van,Metropolitian ,115,Electronics,0.76,13.829931792650669,2.696647556857448,0.6175775303614541,60–120 days
ssgs841124654,29,4.9,23.359407,85.325055,23.449407,85.415055,2022-03-02,19:45:00,20:00:00,Fog,Jam ,motorcycle ,Urban ,230,Skincare,0.78,13.58306867027573,2.679861175646881,0.5951876491133143,180–270 days
taci120727255,26,4.6,19.055831,72.833984,19.065831,72.843984,2022-03-26,10:55:00,11:05:00,Cloudy,Low ,scooter ,Urban ,90,Shoes,0.72,1.5300320235204852,0.9282319601773015,-1.7411568931187755,60–120 days
jihe180606745,22,5.0,0.0,0.0,0.05,0.05,2022-03-19,17:10:00,17:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,95,Home,0.8,7.8626681674103684,2.181847866844411,-0.06906861340150922,60–120 days
tiwx994154153,23,4.7,12.304569,76.643622,12.344569,76.683622,2022-03-07,12:55:00,13:05:00,Sunny,High ,scooter ,Metropolitian ,55,Skincare,0.74,6.218076509101378,1.9765885059290884,-0.3428460677744656,30–60 days
vqos448371563,37,4.9,13.026279,80.174568,13.086279,80.234568,2022-03-15,19:00:00,19:10:00,Sandstorms,Medium ,scooter ,Metropolitian ,170,Jewelry,0.78,9.314044193380468,2.3335064804150565,0.1332155064162087,120–180 days
zznj919238794,32,4.6,23.39925,85.390464,23.48925,85.480464,2022-03-18,20:40:00,20:55:00,Fog,Jam ,motorcycle ,Urban ,245,Apparel,0.72,13.581198240268998,2.6797329070354987,0.5950165628654396,180–270 days
qgot310009298,36,4.5,26.956431,75.776649,27.016431,75.836649,2022-03-09,22:40:00,22:45:00,Stormy,Low ,motorcycle ,Urban ,150,Shoes,0.7,8.93629742495783,2.2961944588169634,0.08344827414440566,120–180 days
aqrc122176188,27,4.8,22.308096,73.167753,22.388096,73.247753,2022-04-06,17:25:00,17:30:00,Windy,Medium ,scooter ,Metropolitian ,135,Outdoors,0.76,12.117036432265767,2.573911876313772,0.45387117353496914,120–180 days
zqwx079335661,39,4.7,22.753659,75.903365,22.833659,75.983365,2022-03-04,17:10:00,17:20:00,Fog,Medium ,motorcycle ,Metropolitian ,33,Grocery,0.74,12.099023452116999,2.5725376817885177,0.45203825601413267,30–60 days
ofhn516699520,20,4.7,17.410371,78.437225,17.450371,78.477225,2022-03-11,15:40:00,15:55:00,Sandstorms,Medium ,motorcycle ,Other,130,Sports,0.74,6.147415198874891,1.966750780698321,-0.3559677464082171,120–180 days
esyw330128586,29,4.6,17.438263,78.397865,17.528263,78.487865,2022-03-18,21:15:00,21:25:00,Windy,Jam ,scooter ,Metropolitian ,90,Snacks,0.72,13.829770499572875,2.696636680613566,0.6175630234938996,60–120 days
fsmi444501076,33,4.4,22.745049,75.892471,22.785049,75.932471,2022-04-01,12:40:00,12:50:00,Sandstorms,High ,motorcycle ,Urban ,240,Snacks,0.68,6.050094908857793,1.9530410789828943,-0.3742539147911078,180–270 days
vevh118411017,24,4.9,0.0,0.0,0.06,0.06,2022-02-11,22:15:00,22:25:00,Fog,Low ,motorcycle ,Metropolitian ,105,Electronics,0.78,9.435201537430713,2.345184853944069,0.1487922643371717,60–120 days
nmgl512159996,36,4.6,0.0,0.0,0.03,0.03,2022-03-15,23:50:00,23:55:00,Fog,Low ,motorcycle ,Urban ,85,Sports,0.72,4.717601092054723,1.743549327922411,-0.6536765830762976,60–120 days
yvpo404121250,23,4.8,12.913041,77.683237,13.023041,77.793237,2022-03-31,21:00:00,21:10:00,Fog,Jam ,motorcycle ,Metropolitian ,220,Clothing,0.76,17.07870639063114,2.8947348032135096,0.8817887303246263,180–270 days
inta521882191,22,4.8,23.359033,85.325347,23.419033,85.385347,2022-03-21,22:45:00,22:50:00,Windy,Low ,scooter ,Urban ,60,Skincare,0.76,9.055860194305815,2.308155568477084,0.09940214898655955,30–60 days
sknl361241032,35,4.7,26.921411,75.793604,26.961411,75.833604,2022-03-21,15:40:00,15:55:00,Fog,Medium ,scooter ,Urban ,75,Apparel,0.74,5.958586130824136,1.9399763115872035,-0.3916798618641994,60–120 days
hgql282542665,22,4.6,22.744648,75.894377,22.764648,75.914377,2022-03-11,10:10:00,10:20:00,Sandstorms,Low ,scooter ,Urban ,70,Snacks,0.72,3.025153366886616,1.3925630137189184,-1.1218264359934595,60–120 days
vqpb254330454,29,4.8,23.374878,85.335739,23.404878,85.365739,2022-04-01,19:45:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,29,Grocery,0.76,4.527917012951369,1.7098110742237727,-0.6986770798692927,10–30 days
degr021834558,25,4.6,23.359407,85.325055,23.429407,85.395055,2022-04-02,19:25:00,19:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Toys,0.72,10.564974101603955,2.447981056303805,0.2859031004800655,120–180 days
kinc542802063,20,4.7,18.554382,73.798206,18.644382,73.888206,2022-03-16,21:15:00,21:30:00,Windy,Jam ,motorcycle ,Urban ,95,Cosmetics,0.74,13.788169484006964,2.6938275019234355,0.6138161064849352,60–120 days
rley135128343,20,4.5,21.175104,72.804342,21.215104,72.844342,2022-03-13,15:10:00,15:25:00,Windy,Medium ,scooter ,Metropolitian ,145,Electronics,0.7,6.081108484515621,1.9574304610600635,-0.36839930311347807,120–180 days
gdox800278766,33,4.1,17.422819,78.449578,17.432819,78.459578,2022-04-03,11:30:00,11:35:00,Cloudy,High ,scooter ,Metropolitian ,155,Pet Supplies,0.6199999999999999,1.5368640594154632,0.9309286959790948,-1.7375599538140878,120–180 days
aotk945659321,29,4.9,17.431477,78.40035,17.471477,78.44035,2022-03-17,12:50:00,13:05:00,Cloudy,High ,scooter ,Metropolitian ,140,Jewelry,0.78,6.147076220357757,1.9667033528455553,-0.35603100626023404,120–180 days
mpzq193506864,32,4.7,12.323225,76.630028,12.333225,76.640028,2022-04-01,09:00:00,09:05:00,Windy,Low ,motorcycle ,Metropolitian ,110,Pet Supplies,0.74,1.5545085595199724,0.9378598605444924,-1.7283150814628703,60–120 days
gjkx092137046,23,4.6,11.003008,76.97544,11.093008,77.06544,2022-04-04,19:10:00,19:25:00,Cloudy,Jam ,scooter ,Metropolitian ,175,Apparel,0.72,14.022268860182079,2.7095336908657446,0.6347652140303884,120–180 days
omvd086786915,38,4.3,21.160437,72.774209,21.170437,72.784209,2022-03-11,09:50:00,10:00:00,Windy,Low ,motorcycle ,Metropolitian ,150,Cosmetics,0.6599999999999999,1.520419007277728,0.9244251604308109,-1.7462344493347464,120–180 days
ikpo432270376,30,4.1,11.016298,76.972076,11.086298,77.042076,2022-03-02,22:35:00,22:50:00,Fog,Low ,motorcycle ,Metropolitian ,185,Skincare,0.6199999999999999,10.90614936096952,2.477055019669268,0.3246823095901082,180–270 days
qpru149384353,24,4.6,15.5696,73.742294,15.5896,73.762294,2022-02-15,11:40:00,11:50:00,Cloudy,High ,motorcycle ,Metropolitian ,23,Grocery,0.72,3.087830419112998,1.4080143694365237,-1.1012172281302326,10–30 days
tsyk126174640,36,4.8,22.547186,88.35068,22.627185,88.43068,2022-02-18,19:30:00,19:35:00,Sunny,Jam ,motorcycle ,Other,90,Outdoors,0.76,12.107326941361091,2.5731713823532507,0.4528834936036567,60–120 days
tkqx912467856,37,4.5,22.53796,88.349843,22.57796,88.389843,2022-02-13,13:55:00,14:10:00,Sandstorms,High ,scooter ,Metropolitian ,135,Toys,0.7,6.05429540051117,1.9536367079587562,-0.37345945755400506,120–180 days
einm278796358,38,4.8,12.972793,80.249982,13.042793,80.319982,2022-03-27,19:45:00,19:50:00,Stormy,Jam ,van,Metropolitian ,135,Jewelry,0.76,10.867421265092155,2.473796936923089,0.32033663884258345,120–180 days
wtaa310265263,38,4.7,13.086438,80.220672,13.136439,80.270672,2022-03-17,17:55:00,18:00:00,Windy,Medium ,scooter ,Urban ,130,Clothing,0.74,7.760937776419154,2.170302951321276,-0.08446736339653925,120–180 days
impi992363257,27,4.9,12.321214,76.621094,12.381214,76.681094,2022-03-26,20:10:00,20:25:00,Windy,Jam ,motorcycle ,Metropolitian ,135,Sports,0.78,9.326651352175686,2.334728063315222,0.13484486867877,120–180 days
tfkj306385926,35,4.5,10.027014,76.308053,10.157014,76.438053,2022-02-16,22:35:00,22:50:00,Fog,Low ,scooter ,Metropolitian ,190,Sports,0.7,20.285402098848916,3.0580214902855607,1.099582517269242,180–270 days
cxgm999801052,21,4.6,17.430448,78.418213,17.500448,78.488213,2022-03-10,21:40:00,21:55:00,Sunny,Jam ,scooter ,Metropolitian ,105,Toys,0.72,10.756990051436178,2.4644479617030717,0.30786686097073235,60–120 days
wslo805861808,30,4.7,11.022477,76.995667,11.082477,77.055667,2022-04-03,17:15:00,17:20:00,Stormy,Medium ,scooter ,Urban ,140,Jewelry,0.74,9.348109676504196,2.3368038630793855,0.1376135958768201,120–180 days
jxfa422365074,24,5.0,0.0,0.0,0.05,0.05,2022-02-11,21:10:00,21:20:00,Cloudy,Jam ,scooter ,Metropolitian ,115,Home,0.8,7.8626681674103684,2.181847866844411,-0.06906861340150922,60–120 days
fumt858308293,37,4.7,12.933284,77.615428,12.973284,77.655428,2022-03-24,16:30:00,16:40:00,Cloudy,Medium ,scooter ,Metropolitian ,90,Snacks,0.74,6.210618493121105,1.975554730297499,-0.3442249303975745,60–120 days
cgud027808797,27,4.2,12.310972,76.659264,12.330972,76.679264,2022-03-11,11:10:00,11:15:00,Windy,High ,motorcycle ,Urban ,175,Jewelry,0.64,3.109059104393339,1.4131940739285933,-1.0943084747173835,120–180 days
ttvk220701804,22,4.7,22.569358,88.433452,22.649358,88.513452,2022-02-14,20:15:00,20:20:00,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Toys,0.74,12.106511319929293,2.5731091540428497,0.4528004927196261,180–270 days
zxgi669085028,23,4.4,22.651847,75.881991,22.681847,75.911991,2022-03-26,23:30:00,23:45:00,Windy,Low ,motorcycle ,Metropolitian ,90,Pet Supplies,0.68,4.539068203248832,1.7118262922535183,-0.6959891573320212,60–120 days
uvdh995127506,28,5.0,19.176269,72.836721,19.236269,72.896721,2022-03-30,20:25:00,20:35:00,Stormy,Jam ,motorcycle ,Other,50,Electronics,0.8,9.176379825814594,2.320069331551201,0.1152928723713015,30–60 days
cxlj168928511,23,4.7,27.160934,78.044095,27.250934,78.134095,2022-02-16,19:35:00,19:40:00,Fog,Jam ,motorcycle ,Metropolitian ,215,Pet Supplies,0.74,13.392833798998245,2.6667304298643346,0.5776736992581991,180–270 days
dwra898564743,22,4.7,13.026286,80.275235,13.066286,80.315235,2022-04-01,12:20:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian ,21,Grocery,0.74,6.209485128886022,1.9753975380515727,-0.34443459534413257,10–30 days
kkqp408531429,33,4.7,19.876428,75.364792,19.966428,75.454792,2022-02-16,22:45:00,22:50:00,Stormy,Low ,motorcycle ,Other,105,Kitchen,0.74,13.735884617705464,2.690285649522027,0.6090919402890639,60–120 days
wpvc078286389,32,4.6,12.310972,76.659264,12.390972,76.739264,2022-03-27,18:50:00,19:00:00,Cloudy,Medium ,motorcycle ,Urban ,210,Clothing,0.72,12.435540495461826,2.597903471661049,0.48587145781546653,180–270 days
lgpr411552255,37,4.5,12.316967,76.603067,12.346967,76.633067,2022-03-21,17:35:00,17:45:00,Cloudy,Medium ,motorcycle ,Metropolitian ,125,Home,0.7,4.663493139918864,1.7340408643784526,-0.6663590884317387,120–180 days
xjxn013557125,27,4.3,17.458998,78.500366,17.468998,78.510366,2022-03-17,08:25:00,08:40:00,Stormy,Low ,motorcycle ,Urban ,75,Home,0.6599999999999999,1.5367187556839161,0.9308714174298399,-1.7376363526459622,60–120 days
dlyg771416066,24,4.7,13.005801,80.250744,13.075801,80.320744,2022-04-06,20:25:00,20:35:00,Sunny,Jam ,motorcycle ,Urban ,95,Sports,0.74,10.866716057986824,2.473737511371114,0.3202573763121351,60–120 days
oada207583994,35,4.3,0.0,0.0,0.11,0.11,2022-03-20,22:55:00,23:10:00,Fog,Low ,van,Metropolitian ,175,Skincare,0.6599999999999999,17.29786575291325,2.906784427522224,0.897860667091258,120–180 days
vfml545198621,37,4.7,9.960846,76.293936,10.010846,76.343936,2022-02-13,18:20:00,18:35:00,Windy,Medium ,motorcycle ,Urban ,150,Toys,0.74,7.803338533819981,2.175131028381383,-0.07802761496734158,120–180 days
qkzu509599586,35,4.7,27.157772,78.04725,27.287772,78.17725,2022-02-18,22:20:00,22:25:00,Stormy,Low ,van,Urban ,115,Books,0.74,19.343911436232514,3.0127816747989247,1.0392410962251464,60–120 days
inlh169384029,28,4.5,21.149569,72.772697,21.179569,72.802697,2022-03-07,19:15:00,19:30:00,Windy,Jam ,scooter ,Urban ,65,Shoes,0.7,4.561269432005657,1.7158263973114942,-0.690653768119498,60–120 days
cqvf666442918,30,4.8,11.022477,76.995667,11.092477,77.065667,2022-04-06,20:20:00,20:35:00,Fog,Jam ,scooter ,Metropolitian ,210,Cosmetics,0.76,10.906036622245397,2.4770455506751823,0.3246696797296005,180–270 days
sbjp632747598,37,4.6,21.173343,72.792731,21.203343,72.822731,2022-03-17,19:00:00,19:15:00,Sandstorms,Medium ,van,Other,150,Cosmetics,0.72,4.560928430651236,1.7157650782523048,-0.6907355562331048,120–180 days
atre445476415,33,4.9,22.310526,73.170937,22.390526,73.250937,2022-03-25,19:30:00,19:40:00,Fog,Jam ,motorcycle ,Metropolitian ,200,Kitchen,0.78,12.116939023592979,2.5739044501672503,0.45386126844961056,180–270 days
xpbo503470081,29,5.0,13.058616,80.264151,13.108616,80.314151,2022-03-26,19:30:00,19:35:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,65,Outdoors,0.8,7.761284984440791,2.17034258191226,-0.08441450362796885,60–120 days
kcnv548703361,22,4.7,13.027018,80.254791,13.097018,80.324791,2022-03-20,23:45:00,00:00:00,Cloudy,Low ,motorcycle ,Urban ,100,Kitchen,0.74,10.86626186071393,2.4736992357468326,0.3202063238147794,60–120 days
ogsq278685708,33,5.0,26.492106,80.327797,26.562106,80.397797,2022-02-12,17:20:00,17:35:00,Cloudy,Medium ,scooter ,Metropolitian ,215,Electronics,0.8,10.44439086222839,2.4374997289412477,0.27192297742514476,180–270 days
witf023615304,31,4.4,21.17106,72.789292,21.21106,72.829292,2022-03-15,15:35:00,15:45:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,165,Snacks,0.68,6.081185877714354,1.9574413905319068,-0.3683847252498154,120–180 days
jyqj415229531,31,4.9,22.74806,75.8934,22.82806,75.9734,2022-03-31,18:50:00,19:05:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,135,Pet Supplies,0.78,12.099251698245435,2.572555106304226,0.45206149704700427,120–180 days
dmsk844297844,21,4.6,11.001852,76.976268,11.061852,77.036268,2022-03-11,18:25:00,18:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,85,Kitchen,0.72,9.348431884826693,2.3368349995203768,0.13765512604389657,60–120 days
pksv293025223,32,4.9,17.431477,78.40035,17.511477,78.48035,2022-03-20,22:30:00,22:35:00,Windy,Low ,motorcycle ,Metropolitian ,125,Snacks,0.78,12.293508819559431,2.5872758574085624,0.47169621551163876,120–180 days
garo878411916,36,4.7,17.450851,78.379347,17.530851,78.459347,2022-04-04,22:10:00,22:20:00,Sunny,Low ,motorcycle ,Metropolitian ,125,Jewelry,0.74,12.29288517786057,2.587228943058385,0.4716336405756753,120–180 days
okdy956692599,25,4.7,12.979096,77.640625,13.039096,77.700625,2022-04-01,22:00:00,22:05:00,Fog,Jam ,motorcycle ,Metropolitian ,150,Books,0.74,9.314908769970772,2.3335903020799122,0.13332730878138793,120–180 days
cxkz278966765,34,4.6,15.56155,73.749092,15.64155,73.829092,2022-02-18,17:15:00,17:25:00,Sunny,Medium ,motorcycle ,Metropolitian ,175,Kitchen,0.72,12.35068568704794,2.591567745852948,0.47742078898549506,120–180 days
cpgd103201716,31,4.7,17.428294,78.404423,17.488294,78.464423,2022-03-21,20:45:00,21:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,135,Toys,0.74,9.220449825751444,2.324390598068353,0.12105663067911872,120–180 days
fjyi227764662,21,4.8,18.56245,73.916619,18.64245,73.996619,2022-03-20,18:40:00,18:45:00,Windy,Medium ,motorcycle ,Urban ,75,Kitchen,0.76,12.256046315965719,2.584453774080569,0.4679320861383375,60–120 days
fmpe882188274,32,4.8,13.029198,77.570997,13.069198,77.610997,2022-03-15,14:10:00,14:20:00,Windy,High ,motorcycle ,Metropolitian ,140,Pet Supplies,0.76,6.20944951682266,1.9753925984268033,-0.3444411838762653,120–180 days
nkde482285064,26,4.6,13.022394,80.242439,13.132394,80.352439,2022-03-16,23:45:00,23:50:00,Sunny,Low ,motorcycle ,Metropolitian ,145,Electronics,0.72,17.075035490453462,2.8945317315534655,0.8815178708525213,120–180 days
odgz265199909,21,4.5,17.428294,78.404423,17.448294,78.424423,2022-03-30,10:45:00,10:55:00,Sandstorms,Low ,van,Metropolitian ,50,Electronics,0.7,3.0736440277233705,1.4045379373850364,-1.1058541358605913,30–60 days
npfc654517020,29,4.7,22.760072,75.892574,22.840072,75.972574,2022-04-04,22:55:00,23:00:00,Sandstorms,Low ,scooter ,Other,85,Skincare,0.74,12.098761963862684,2.5725177191657105,0.4520116296228665,60–120 days
smwq134149662,23,4.6,17.430448,78.418213,17.440448,78.428213,2022-03-05,09:40:00,09:50:00,Sandstorms,Low ,motorcycle ,Metropolitian ,80,Pet Supplies,0.72,1.536833442519257,0.930916627109717,-1.737576051420164,60–120 days
ybwg690693932,30,4.2,12.970324,77.645748,12.990324,77.665748,2022-03-05,10:10:00,10:20:00,Sandstorms,Low ,motorcycle ,Metropolitian ,140,Snacks,0.64,3.1051449132267224,1.412241043919969,-1.0955796378377334,120–180 days
stcr006806755,37,4.1,25.454697,81.834492,25.474697,81.854492,2022-02-15,11:25:00,11:40:00,Cloudy,High ,motorcycle ,Metropolitian ,165,Apparel,0.6199999999999999,2.9961936989579065,1.3853423328242083,-1.1314574687774344,120–180 days
tapl970363752,29,3.9,22.75004,75.902847,22.79004,75.942847,2022-03-19,12:50:00,13:05:00,Sunny,High ,motorcycle ,Urban ,220,Toys,0.58,6.049993267691926,1.9530266618864058,-0.3742731444913195,180–270 days
saum044580209,22,4.6,26.88842,75.800689,26.92842,75.840689,2022-04-05,12:10:00,12:25:00,Stormy,High ,motorcycle ,Metropolitian ,85,Home,0.72,5.959357904253761,1.9400872149546076,-0.3915319375918355,60–120 days
vkcz632563789,21,4.8,21.183434,72.814492,21.273434,72.904492,2022-03-29,23:10:00,23:15:00,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Jewelry,0.76,13.681056958913599,2.6865580205204935,0.6041199829842389,60–120 days
vksg100626544,33,4.9,17.426228,78.407495,17.486228,78.467495,2022-03-11,18:20:00,18:35:00,Cloudy,Medium ,scooter ,Metropolitian ,18,Grocery,0.78,9.220499640906151,2.324395472123229,0.12106313175332316,10–30 days
mvpl009654764,27,4.6,18.563934,73.915367,18.693935,74.045367,2022-03-23,19:40:00,19:45:00,Fog,Jam ,van,Metropolitian ,185,Clothing,0.72,19.91468696554527,3.0404516377989026,1.0761476324188988,180–270 days
cuvn026839996,37,4.2,11.006686,76.951736,11.036686,76.981736,2022-03-28,20:55:00,21:10:00,Windy,Jam ,motorcycle ,Metropolitian ,225,Clothing,0.64,4.674295333360993,1.7359463853248278,-0.6638174812103844,180–270 days
wqpq761061515,34,4.6,22.727021,75.884167,22.857021,76.014167,2022-03-06,23:50:00,00:05:00,Cloudy,Low ,motorcycle ,Metropolitian ,210,Outdoors,0.72,19.661019603214037,3.028248814032991,1.0598713563363118,180–270 days
tais950184525,23,4.9,26.463504,80.372929,26.603504,80.512929,2022-02-16,17:55:00,18:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,39,Grocery,0.78,20.88826061875364,3.0859504482933047,1.1368345041825392,30–60 days
ygya437994720,30,3.8,12.316967,76.603067,12.446967,76.733067,2022-04-02,21:20:00,21:35:00,Sandstorms,Jam ,scooter ,Metropolitian ,220,Snacks,0.5599999999999999,20.2065815105083,3.0543115821076507,1.0946341962164223,180–270 days
smaz116081857,32,4.9,21.175975,72.795503,21.285975,72.905503,2022-03-29,21:15:00,21:20:00,Windy,Jam ,motorcycle ,Metropolitian ,190,Books,0.78,16.721157280760078,2.8747592523423484,0.8551450954481633,180–270 days
bsfi052384846,36,4.9,23.416792,85.316842,23.486792,85.386842,2022-03-10,21:00:00,21:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,265,Jewelry,0.78,10.562878909252897,2.447799872831582,0.2856614357414708,180–270 days
enri450494062,28,4.8,19.866969,75.318894,19.926969,75.378894,2022-02-13,18:20:00,18:25:00,Fog,Medium ,motorcycle ,Urban ,55,Cosmetics,0.76,9.157921135825594,2.3182538085987274,0.11287130557859913,30–60 days
hzsm361311061,21,4.6,22.745536,75.893106,22.825536,75.973106,2022-03-04,23:15:00,23:30:00,Fog,Low ,motorcycle ,Metropolitian ,100,Cosmetics,0.72,12.099354574707203,2.572562959887023,0.4520719722521126,60–120 days
emix456531173,39,4.3,22.527893,88.368628,22.617893,88.458628,2022-02-16,17:30:00,17:45:00,Windy,Medium ,scooter ,Metropolitian ,185,Snacks,0.6599999999999999,13.621484759968478,2.6824920059344826,0.5986966828344317,180–270 days
uojl898736217,21,4.8,13.026286,80.275235,13.156286,80.405235,2022-03-27,19:50:00,19:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,145,Snacks,0.76,20.17903304544265,3.053011684997115,1.0929003774990582,120–180 days
ugeb025188133,38,4.6,21.149834,72.778666,21.219834,72.848666,2022-03-29,17:20:00,17:25:00,Sunny,Medium ,motorcycle ,Urban ,100,Outdoors,0.72,10.642283429606557,2.4546435939926896,0.2947896750070083,60–120 days
