Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,AgentRating_MinMax,Distance_in_km,Distance_in_km_log,Distance_Log_Z
gemc738622446,35,4.8,23.351058,85.325731,23.441058,85.415731,2022-03-14,23:30:00,23:40:00,Stormy,Low ,motorcycle ,Metropolitian ,105,Cosmetics,0.76,13.583460272389104,2.6798880284900264,0.5952234657650192
wsce513355776,39,4.2,17.41233,78.449654,17.49233,78.529654,2022-03-25,21:40:00,21:55:00,Cloudy,Jam ,scooter ,Urban ,240,Outdoors,0.64,12.294124530423833,2.58732217299118,0.4717579918040831
luub762541586,24,5.0,18.56245,73.916619,18.58245,73.936619,2022-03-03,09:00:00,09:10:00,Sandstorms,Low ,scooter ,Urban ,75,Electronics,0.8,3.0642670710680338,1.4022334244230696,-1.108927923528463
ghnk344399765,37,4.7,12.979166,77.640709,12.999166,77.660709,2022-03-24,10:30:00,10:45:00,Stormy,Low ,motorcycle ,Urban ,115,Cosmetics,0.74,3.1050910965093825,1.4122279342560624,-1.0955971236683237
mjil646550687,35,5.0,11.024839,77.007003,11.114839,77.097003,2022-04-06,18:20:00,18:25:00,Fog,Medium ,scooter ,Urban ,160,Kitchen,0.8,14.021756535050264,2.7094995859064306,0.6347197244171457
uhkq534152734,28,4.4,23.39925,85.390464,23.44925,85.440464,2022-03-21,20:55:00,21:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,185,Apparel,0.68,7.545632353879244,2.1454203166240107,-0.11765612689619677
edvq628679858,21,4.9,21.183434,72.814492,21.243434,72.874492,2022-03-28,19:00:00,19:15:00,Stormy,Medium ,scooter ,Urban ,110,Cosmetics,0.78,9.121136119359262,2.314625922316923,0.10803238633731456
rsag883591400,21,4.7,21.186608,72.794136,21.316608,72.924136,2022-03-20,19:20:00,19:35:00,Stormy,Jam ,scooter ,Metropolitian ,95,Apparel,0.74,19.76008092047381,3.033031956193454,1.0662511700449582
euov740148063,23,4.6,22.732225,75.874765,22.812225,75.954765,2022-03-20,23:45:00,00:00:00,Fog,Low ,van,Metropolitian ,130,Electronics,0.72,12.099896960230081,2.57260436454488,0.45212719829284814
pksv411665161,20,4.9,0.0,0.0,0.02,0.02,2022-02-11,10:30:00,10:35:00,Sandstorms,Low ,motorcycle ,Urban ,70,Pet Supplies,0.78,3.145067434621583,1.4219190573624199,-1.082670984747098
uytk162540441,21,4.8,26.913483,75.803139,26.963483,75.853139,2022-04-03,17:35:00,17:50:00,Sunny,Medium ,motorcycle ,Urban ,85,Kitchen,0.76,7.448318246839861,2.1339673975185494,-0.13293217094042495
cwja636184741,39,4.8,27.201725,78.007553,27.261725,78.067553,2022-02-13,23:15:00,23:20:00,Fog,Low ,motorcycle ,Metropolitian ,75,Books,0.76,8.92764351264051,2.295323139989344,0.08228609839997615
mylj196250632,28,4.6,12.913041,77.683237,13.043041,77.813237,2022-03-04,23:20:00,23:25:00,Sandstorms,Low ,scooter ,Urban ,75,Pet Supplies,0.72,20.18352972873287,3.0532239801470134,1.0931835393751141
slvs805593603,29,5.0,12.297954,76.665169,12.427954,76.795169,2022-04-02,20:55:00,21:05:00,Windy,Jam ,motorcycle ,Metropolitian ,130,Pet Supplies,0.8,20.207299688871007,3.054345447358482,1.094679366103549
ehzu427474267,32,4.9,11.001852,76.976268,11.011852,76.986268,2022-03-21,10:45:00,11:00:00,Sunny,Low ,motorcycle ,Metropolitian ,115,Snacks,0.78,1.5581369822074376,0.9392792522339906,-1.726421879409741
ojsw942545421,37,5.0,18.546947,73.900626,18.636947,73.990626,2022-04-04,23:25:00,23:35:00,Sunny,Low ,van,Metropolitian ,80,Cosmetics,0.8,13.788454358366558,2.693846765404022,0.6138418003517283
wqgg304064125,30,4.6,10.96185,76.971082,11.07185,77.081082,2022-03-06,17:20:00,17:30:00,Cloudy,Medium ,scooter ,Metropolitian ,220,Jewelry,0.72,17.139219742258962,2.898076430656,0.8862458340132869
xlbh534491059,26,5.0,26.913726,75.75282,26.943726,75.78282,2022-03-07,20:40:00,20:55:00,Sandstorms,Jam ,van,Metropolitian ,80,Toys,0.8,4.469162258883854,1.6991254527641393,-0.7129296928978325
bwtq922549564,23,4.9,0.0,0.0,0.06,0.06,2022-03-13,17:35:00,17:40:00,Sunny,Medium ,motorcycle ,Urban ,85,Skincare,0.78,9.435201537430713,2.345184853944069,0.1487922643371717
yhdv097687085,24,3.2,11.003681,76.975525,11.113681,77.085525,2022-04-06,00:00:00,00:10:00,Sunny,Low ,scooter ,Metropolitian ,220,Electronics,0.44000000000000006,17.13802213292784,2.8980104052764695,0.8861577685518569
kgad872432626,33,4.9,18.546947,73.900626,18.596947,73.950626,2022-03-09,21:40:00,21:45:00,Fog,Jam ,motorcycle ,Urban ,125,Home,0.78,7.660678233235358,2.1587930374332163,-0.099819427781193
ecif323908521,34,4.8,22.514119,88.362504,22.534119,88.382504,2022-02-11,09:55:00,10:10:00,Stormy,Low ,motorcycle ,Metropolitian ,130,Cosmetics,0.76,3.0274893755135532,1.3931431980800513,-1.1210525789730068
wqsg196536180,23,4.7,11.010375,76.95295,11.120375,77.06295,2022-03-31,22:50:00,22:55:00,Stormy,Low ,motorcycle ,Metropolitian ,75,Jewelry,0.74,17.137830077714046,2.897999816678155,0.8861436453494899
iabv609613798,36,4.9,22.732225,75.874765,22.752225,75.894765,2022-03-09,08:30:00,08:35:00,Sunny,Low ,motorcycle ,Metropolitian ,115,Toys,0.78,3.0252797724229556,1.3925944171314213,-1.1217845497365049
pwlb682095665,32,4.8,10.003064,76.307589,10.073064,76.377589,2022-02-16,23:55:00,00:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,90,Outdoors,0.76,10.92380841341895,2.478537108378706,0.3266591376978031
qank181275576,24,4.5,0.0,0.0,0.07,0.07,2022-03-27,23:10:00,23:25:00,Cloudy,Low ,scooter ,Metropolitian ,120,Books,0.7,11.007734763744619,2.4855510057914594,0.33601436013605673
veqe996403142,39,4.0,0.0,0.0,0.04,0.04,2022-03-13,12:30:00,12:40:00,Sandstorms,High ,scooter ,Metropolitian ,170,Cosmetics,0.6,6.290134677634678,1.9865220201482288,-0.3295966246125737
gcts787652735,38,4.8,0.0,0.0,0.04,0.04,2022-04-03,12:25:00,12:35:00,Stormy,High ,scooter ,Metropolitian ,145,Outdoors,0.76,6.290134677634678,1.9865220201482288,-0.3295966246125737
desr792822677,33,5.0,12.933284,77.615428,12.953284,77.635428,2022-03-21,09:00:00,09:10:00,Fog,Low ,motorcycle ,Metropolitian ,125,Electronics,0.8,3.1053699758611257,1.4122958669456867,-1.0955065142132856
ecbr637836582,31,4.5,23.359407,85.325055,23.419407,85.385055,2022-03-13,18:30:00,18:35:00,Fog,Medium ,motorcycle ,Metropolitian ,95,Pet Supplies,0.7,9.05584850422668,2.3081544059623207,0.09940059841010303
sgua396868339,25,4.8,13.02978,80.208812,13.04978,80.228812,2022-03-09,11:45:00,11:50:00,Sandstorms,High ,motorcycle ,Metropolitian ,27,Grocery,0.76,3.104782360921273,1.4121527234529103,-1.095697440760497
cewm528633352,36,4.7,19.207222,72.972281,19.337222,73.102281,2022-03-08,23:50:00,23:55:00,Sunny,Low ,motorcycle ,Metropolitian ,105,Skincare,0.74,19.878389859458043,3.03871464603037,1.0738308114830104
gwqt395495877,24,4.9,19.1093,72.825451,19.2193,72.935451,2022-03-20,18:30:00,18:45:00,Windy,Medium ,motorcycle ,Metropolitian ,37,Grocery,0.78,16.82538340490043,2.8806234754603643,0.8629668682041828
uzvu452554933,21,4.9,11.021278,76.995017,11.071278,77.045017,2022-03-21,21:15:00,21:25:00,Windy,Jam ,scooter ,Urban ,95,Outdoors,0.78,7.790172211356753,2.1736343032408643,-0.08002396532641853
ajpo799627024,31,4.6,18.994237,72.825553,19.084237,72.915553,2022-03-10,22:20:00,22:35:00,Fog,Low ,motorcycle ,Metropolitian ,190,Shoes,0.72,13.771132894838225,2.692674796028228,0.6122786132167926
sdad316586868,38,4.7,18.516216,73.842527,18.566216,73.892527,2022-03-09,20:55:00,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,150,Apparel,0.74,7.66133113422064,2.158868421411107,-0.0997188797064286
adfy888496633,20,5.0,13.027018,80.254791,13.047018,80.274791,2022-03-01,08:25:00,08:40:00,Fog,Low ,motorcycle ,Metropolitian ,90,Cosmetics,0.8,3.104799238186696,1.4121568350547549,-1.0956919566555023
uwrn819061716,21,4.7,0.0,0.0,0.03,0.03,2022-03-26,22:15:00,22:20:00,Sunny,Low ,scooter ,Metropolitian ,22,Grocery,0.74,4.717601092054723,1.743549327922411,-0.6536765830762976
jkob017341574,21,4.8,15.56155,73.749092,15.60155,73.789092,2022-02-11,14:00:00,14:05:00,Stormy,High ,motorcycle ,Urban ,145,Outdoors,0.76,6.175632572234411,1.9706909211371408,-0.3507123387405638
sfyi432597123,31,4.6,12.310972,76.659264,12.370972,76.719264,2022-03-21,17:30:00,17:45:00,Cloudy,Medium ,scooter ,Metropolitian ,95,Shoes,0.72,9.326829542520041,2.3347453185513025,0.13486788392439697
nujo448280957,38,4.9,18.536718,73.830327,18.566719,73.860327,2022-03-03,17:40:00,17:50:00,Fog,Medium ,scooter ,Metropolitian ,75,Clothing,0.78,4.59674562664972,1.722185290716645,-0.6821721980642867
rwsd957685359,39,4.9,13.044694,80.26147,13.064694,80.28147,2022-04-05,08:45:00,09:00:00,Sunny,Low ,scooter ,Other,13,Grocery,0.78,3.1046911695396355,1.4121305073190005,-1.095727072912525
lmwn813729997,37,4.9,0.0,0.0,0.01,0.01,2022-02-11,09:45:00,09:55:00,Cloudy,Low ,motorcycle ,Urban ,120,Clothing,0.78,1.5725337292863206,0.9448913001216759,-1.7189364610704359
rtdi662697413,33,4.5,0.0,0.0,0.03,0.03,2022-02-17,19:45:00,19:55:00,Stormy,Jam ,scooter ,Metropolitian ,145,Apparel,0.7,4.717601092054723,1.743549327922411,-0.6536765830762976
fzih136908617,23,4.9,26.472001,80.354002,26.602001,80.484002,2022-02-12,17:40:00,17:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,130,Electronics,0.78,19.39597977202596,3.0153378114305993,1.0426505026314055
gkgx617376328,34,4.9,18.994049,72.825203,19.014049,72.845203,2022-03-19,09:50:00,10:05:00,Fog,Low ,motorcycle ,Metropolitian ,18,Grocery,0.78,3.0605577730406264,1.4013203466998485,-1.1101457978002789
phfz104040560,36,4.8,22.74806,75.8934,22.77806,75.9234,2022-03-26,23:40:00,23:50:00,Sandstorms,Low ,van,Metropolitian ,125,Skincare,0.76,4.537601588064418,1.711561480677365,-0.6963423662618574
dogf869138642,27,4.9,26.766536,75.837333,26.906536,75.977333,2022-03-31,19:50:00,20:00:00,Cloudy,Jam ,motorcycle ,Metropolitian ,47,Grocery,0.78,20.863625061565816,3.0848242998126922,1.1353324335198753
qfrj749367272,22,4.7,25.457687,81.835585,25.487687,81.865585,2022-02-17,19:15:00,19:25:00,Windy,Jam ,scooter ,Metropolitian ,90,Kitchen,0.74,4.494156473630103,1.7036850680884257,-0.7068480220262271
etfw210622764,32,3.7,21.186608,72.794136,21.256608,72.864136,2022-03-18,17:35:00,17:45:00,Sandstorms,Medium ,scooter ,Metropolitian ,170,Electronics,0.54,10.64105130998603,2.4545377569521234,0.2946485082635508
zvyd010478818,32,4.0,12.972161,77.596014,13.012161,77.636014,2022-03-13,13:25:00,13:35:00,Sandstorms,High ,motorcycle ,Metropolitian ,230,Snacks,0.6,6.210145663324481,1.9754891540504065,-0.3443123968006474
aofo547687840,25,4.6,21.149834,72.778666,21.259834,72.888666,2022-03-16,23:25:00,23:35:00,Cloudy,Low ,scooter ,Metropolitian ,110,Apparel,0.72,16.722534467336015,2.874836963580016,0.8552487476505765
yktz239020102,23,4.9,-10.028047,76.310019,10.138047,76.420019,2022-02-12,19:45:00,19:50:00,Windy,Jam ,scooter ,Metropolitian ,145,Kitchen,0.78,2242.400357096829,7.71574801038773,7.312115305798399
asfc297548679,24,5.0,12.970324,77.645748,13.080324,77.755748,2022-03-06,19:15:00,19:25:00,Sunny,Jam ,scooter ,Metropolitian ,75,Cosmetics,0.8,17.076787116458906,2.894628635437171,0.8816471224417369
onpm594984954,28,4.7,18.994049,72.825203,19.024049,72.855203,2022-04-01,21:40:00,21:45:00,Stormy,Jam ,motorcycle ,Urban ,120,Pet Supplies,0.74,4.590771505102444,1.7211172928678338,-0.6835967067006747
vzyh797599141,32,4.8,12.975996,80.221898,12.995996,80.241898,2022-03-01,11:35:00,11:40:00,Windy,High ,motorcycle ,Metropolitian ,150,Books,0.76,3.105110394702573,1.4122326352839754,-1.0955908533796062
lhem148111647,33,4.2,19.876994,75.372353,19.896994,75.392353,2022-02-11,08:50:00,09:05:00,Stormy,Low ,motorcycle ,Metropolitian ,155,Home,0.64,3.0527307100356755,1.399390903305974,-1.1127193130756656
yvnz160059453,39,4.8,26.88842,75.800689,26.91842,75.830689,2022-03-19,20:00:00,20:10:00,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Books,0.76,4.469606139374643,1.699206610070862,-0.712821444286226
lmsy246088843,26,4.7,23.369746,85.33982,23.419746,85.38982,2022-03-01,17:35:00,17:40:00,Cloudy,Medium ,motorcycle ,Metropolitian ,55,Toys,0.74,7.546401421474732,2.145510307973913,-0.11753609532939302
jlwp795312355,36,4.7,18.543626,73.905101,18.653626,74.015101,2022-03-12,21:50:00,21:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,195,Outdoors,0.74,16.85224197264531,2.88212910104696,0.8649750900874568
icqk277139182,34,3.5,12.323194,76.630583,12.413194,76.720583,2022-03-04,21:00:00,21:15:00,Sandstorms,Jam ,scooter ,Metropolitian ,165,Pet Supplies,0.5,13.989532967706147,2.707352155372045,0.6318554552187762
yhey321875636,25,4.9,0.0,0.0,0.09,0.09,2022-03-06,21:35:00,21:45:00,Fog,Jam ,motorcycle ,Metropolitian ,175,Kitchen,0.78,14.15280068944862,2.718185378860144,0.6463049416441412
juda665565409,37,4.7,13.058616,80.264151,13.108616,80.314151,2022-03-05,23:15:00,23:30:00,Windy,Low ,motorcycle ,Metropolitian ,125,Apparel,0.74,7.761284984440791,2.17034258191226,-0.08441450362796885
scfm213333953,36,4.9,12.935662,77.61413,12.965662,77.64413,2022-03-17,20:25:00,20:35:00,Windy,Jam ,scooter ,Metropolitian ,145,Kitchen,0.78,4.657987774596273,1.7330683121482098,-0.6676562905308453
qxdf733853473,27,4.9,12.323978,76.627961,12.393978,76.697961,2022-03-18,20:50:00,21:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Outdoors,0.78,10.880935438433784,2.4749350514435244,0.32185466995600126
nbkr092142196,21,4.8,26.913726,75.75282,26.923726,75.762821,2022-04-01,10:55:00,11:10:00,Sunny,Low ,motorcycle ,Metropolitian ,75,Jewelry,0.76,1.4898452333107741,0.9122205532480179,-1.762513104160654
gfcj899159345,34,4.9,22.526461,88.364453,22.536461,88.374453,2022-02-15,10:55:00,11:00:00,Stormy,Low ,scooter ,Other,105,Apparel,0.78,1.51370765052474,0.9217588148319261,-1.7497908538138696
ictt438712890,34,4.6,23.416792,85.316842,23.456792,85.356842,2022-03-24,15:55:00,16:00:00,Sandstorms,Medium ,scooter ,Metropolitian ,170,Jewelry,0.72,6.036244196933848,1.951074533057276,-0.3768769178786277
qegr111735818,32,4.9,12.337928,76.617889,12.387928,76.667889,2022-03-17,18:30:00,18:40:00,Windy,Medium ,motorcycle ,Metropolitian ,180,Cosmetics,0.78,7.772039544673123,2.171569338602152,-0.08277824050118171
tqmx834289640,22,4.8,22.760072,75.892574,22.890072,76.022574,2022-03-14,23:35:00,23:40:00,Sunny,Low ,van,Metropolitian ,130,Electronics,0.76,19.65882871745452,3.0281427688343463,1.059729911949055
xcyw740126289,24,4.1,22.308096,73.167753,22.338096,73.197753,2022-03-26,23:30:00,23:45:00,Sandstorms,Low ,motorcycle ,Urban ,75,Toys,0.6199999999999999,4.5442645096317325,1.7127639717220045,-0.6947384689504773
dbcj590506042,32,4.8,26.891191,75.802083,27.001191,75.912083,2022-03-27,20:30:00,20:45:00,Sunny,Jam ,van,Metropolitian ,115,Pet Supplies,0.76,16.385802266862363,2.8556539114679813,0.8296621573439681
zwng534607592,30,4.9,12.337928,76.617889,12.447928,76.727889,2022-03-02,18:15:00,18:30:00,Cloudy,Medium ,motorcycle ,Metropolitian ,220,Sports,0.78,17.097526527826915,2.895775273012344,0.883176521710152
bzbo055691492,36,5.0,19.003517,72.82765,19.033517,72.85765,2022-03-30,19:50:00,20:00:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,160,Snacks,0.8,4.590648124312618,1.7210952239724842,-0.6836261424641045
sqau569481916,29,4.5,18.994049,72.825203,19.064049,72.895203,2022-03-23,23:20:00,23:30:00,Stormy,Low ,motorcycle ,Urban ,70,Snacks,0.7,10.711191521545658,2.4605449249136084,0.302660942605898
hnrs254147626,30,4.6,11.001852,76.976268,11.071852,77.046268,2022-04-04,20:25:00,20:40:00,Cloudy,Jam ,scooter ,Metropolitian ,44,Grocery,0.72,10.906412696832449,2.477077137059434,0.3247118100365191
omey196578671,31,4.9,19.22384,72.841347,19.30384,72.921347,2022-03-10,18:00:00,18:05:00,Cloudy,Medium ,motorcycle ,Metropolitian ,150,Skincare,0.78,12.233151216488869,2.582725136952167,0.4656264087239772
drah040595646,35,4.9,13.026286,80.275235,13.046286,80.295235,2022-03-11,08:55:00,09:05:00,Sandstorms,Low ,scooter ,Metropolitian ,145,Clothing,0.78,3.10480371051839,1.4121579245914162,-1.0956905034181335
tkfk294839952,35,4.5,30.332735,78.054222,30.362735,78.084222,2022-02-15,23:20:00,23:25:00,Cloudy,Low ,motorcycle ,Metropolitian ,23,Grocery,0.7,4.406256770469206,1.687556944038393,-0.7283599117960231
gtkh171935869,37,4.7,22.307898,73.167788,22.327898,73.187788,2022-03-05,10:55:00,11:05:00,Fog,Low ,motorcycle ,Urban ,135,Clothing,0.74,3.02956172135288,1.3936576160377163,-1.120366441988534
vcwy133012432,33,4.7,0.0,0.0,0.05,0.05,2022-03-13,22:30:00,22:45:00,Windy,Low ,scooter ,Metropolitian ,125,Skincare,0.74,7.8626681674103684,2.181847866844411,-0.06906861340150922
vxir210860589,35,4.4,17.422819,78.449578,17.492819,78.519578,2022-03-12,21:10:00,21:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,160,Books,0.68,10.757204708670182,2.464466219375614,0.30789121327841323
xyea802570626,30,4.7,22.74806,75.8934,22.76806,75.9134,2022-03-05,08:20:00,08:35:00,Cloudy,Low ,scooter ,Metropolitian ,95,Kitchen,0.74,3.0251186390180176,1.3925543859685585,-1.1218379437927626
quqx542148214,24,4.9,11.016298,76.972076,11.036298,76.992076,2022-03-26,11:10:00,11:20:00,Sandstorms,High ,motorcycle ,Urban ,110,Home,0.78,3.1161729217941088,1.4149238291870139,-1.0920013059274836
wbmo014166044,32,4.9,11.001753,76.986241,11.051753,77.036241,2022-03-28,19:20:00,19:25:00,Sunny,Jam ,scooter ,Metropolitian ,85,Shoes,0.78,7.790426271963726,2.1736632056251866,-0.07998541497154175
apwn701267106,37,4.6,25.450329,81.834279,25.480329,81.864279,2022-02-15,18:20:00,18:30:00,Windy,Medium ,motorcycle ,Metropolitian ,160,Apparel,0.72,4.494279922521241,1.703707536961465,-0.7068180527676468
bwih815497314,37,4.5,21.185047,72.80859,21.215047,72.83859,2022-03-09,21:55:00,22:05:00,Sunny,Jam ,scooter ,Urban ,85,Home,0.7,4.560760431453068,1.7157348671575217,-0.6907758521620538
ynkf849898936,29,4.6,26.88842,75.800689,26.91842,75.830689,2022-04-01,18:50:00,18:55:00,Cloudy,Medium ,motorcycle ,Metropolitian ,75,Home,0.72,4.469606139374643,1.699206610070862,-0.712821444286226
ryma268770427,21,4.0,12.311072,76.654878,12.321072,76.664878,2022-04-05,09:15:00,09:25:00,Windy,Low ,motorcycle ,Metropolitian ,80,Snacks,0.6,1.5545437335219463,0.9378736298308324,-1.728296715819784
lgff497818491,26,4.7,19.121999,72.908493,19.231999,73.018493,2022-03-16,20:10:00,20:15:00,Sunny,Jam ,motorcycle ,Urban ,17,Grocery,0.74,16.824772113251285,2.8805891815483005,0.8629211265634437
fttd828516474,38,4.9,22.514585,88.39331,22.554585,88.43331,2022-02-17,12:45:00,12:55:00,Sandstorms,High ,motorcycle ,Metropolitian ,170,Jewelry,0.78,6.054767456777892,1.9537036232842704,-0.37337020507170116
kssz255190006,25,4.7,26.90294,75.793007,26.95294,75.843007,2022-03-03,22:15:00,22:30:00,Fog,Low ,motorcycle ,Urban ,80,Apparel,0.74,7.4486266186033845,2.1340038978168003,-0.1328834863947144
qclw012155217,34,5.0,25.459775,81.834841,25.569775,81.944841,2022-02-14,18:35:00,18:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,125,Pet Supplies,0.8,16.47598057072413,2.860827399319524,0.836562618925397
hsvn599430068,35,4.9,18.927584,72.832585,18.937584,72.842585,2022-03-17,08:25:00,08:30:00,Cloudy,Low ,scooter ,Metropolitian ,90,Skincare,0.78,1.5305886485689215,0.9284519430951088,-1.7408634772035438
hvpe659779316,29,4.9,11.021278,76.995017,11.081278,77.055017,2022-03-15,17:30:00,17:45:00,Cloudy,Medium ,scooter ,Urban ,90,Jewelry,0.78,9.348128423503685,2.3368056747129202,0.13761601225585968
oook771011432,20,4.9,9.985697,76.281128,10.045697,76.341128,2022-02-15,19:25:00,19:30:00,Sunny,Jam ,scooter ,Urban ,55,Skincare,0.78,9.363582612379771,2.338297989057916,0.13960647944174215
lwab474390344,22,4.5,25.443994,81.860187,25.503994,81.920187,2022-02-15,19:55:00,20:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,70,Jewelry,0.7,8.988268826683885,2.301411287021674,0.09040654362072877
ureg460251912,20,4.8,22.32,73.17,22.38,73.23,2022-03-13,22:40:00,22:45:00,Stormy,Low ,motorcycle ,Metropolitian ,80,Electronics,0.76,9.087720328092061,2.311318875051921,0.1036214061137289
rjln363755749,30,4.9,17.440827,78.393391,17.550827,78.503391,2022-03-12,23:00:00,23:15:00,Fog,Low ,motorcycle ,Urban ,195,Jewelry,0.78,16.902495928547932,2.884940140475272,0.8687244889718407
qypg944677791,24,4.6,10.027014,76.308053,10.087014,76.368053,2022-02-11,21:55:00,22:05:00,Fog,Jam ,scooter ,Metropolitian ,145,Snacks,0.72,9.362994333550144,2.3382412234056504,0.13953076471816633
uvlo553114878,25,4.0,19.22384,72.841347,19.30384,72.921347,2022-03-14,19:45:00,19:55:00,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Jewelry,0.6,12.233151216488869,2.582725136952167,0.4656264087239772
pesi372178140,35,4.1,18.563934,73.915367,18.633934,73.985367,2022-03-06,19:00:00,19:15:00,Fog,Medium ,van,Metropolitian ,155,Books,0.6199999999999999,10.724145471030434,2.461650430740828,0.3041354798441558
zejt800893242,26,4.7,26.910262,75.783013,26.980262,75.853013,2022-03-31,19:40:00,19:55:00,Windy,Jam ,van,Urban ,105,Books,0.74,10.427367606158207,2.4360111456093474,0.269937486710313
nsiu657160548,35,4.5,26.902328,75.794257,26.952328,75.844257,2022-03-21,21:50:00,21:55:00,Sunny,Jam ,motorcycle ,Urban ,100,Apparel,0.7,7.448644516028947,2.134006016197386,-0.13288066087269418
lhta698976892,24,5.0,22.311844,73.165081,22.341844,73.195081,2022-03-07,22:10:00,22:25:00,Cloudy,Low ,scooter ,Urban ,75,Shoes,0.8,4.544208221888033,1.7127538192429277,-0.6947520104516532
loys552600134,29,4.9,23.359033,85.325347,23.429033,85.395347,2022-03-18,22:40:00,22:55:00,Stormy,Low ,scooter ,Metropolitian ,95,Outdoors,0.78,10.564987742503048,2.4479822358041594,0.2859046737121119
hqgf007161758,22,4.8,12.323978,76.627961,12.453978,76.757961,2022-03-14,17:25:00,17:40:00,Stormy,Medium ,motorcycle ,Metropolitian ,120,Toys,0.76,20.206316416481208,3.0542990814750577,1.0946175227192716
divn686570524,39,4.6,11.02091,76.940432,11.08091,77.000432,2022-03-21,23:45:00,23:50:00,Sunny,Low ,motorcycle ,Urban ,115,Clothing,0.72,9.348134176983455,2.3368062307050703,0.1376167538450122
sbmg523628401,37,4.6,22.760072,75.892574,22.890072,76.022574,2022-03-29,18:55:00,19:00:00,Fog,Medium ,motorcycle ,Metropolitian ,235,Toys,0.72,19.65882871745452,3.0281427688343463,1.059729911949055
yxez166451405,26,4.5,9.966783,76.242981,10.046783,76.322981,2022-02-16,21:30:00,21:40:00,Windy,Jam ,van,Metropolitian ,105,Skincare,0.7,12.484945384051937,2.601573906457569,0.4907671287878017
qlpd785711358,25,4.5,22.725835,75.887648,22.745835,75.907648,2022-03-13,08:20:00,08:25:00,Stormy,Low ,scooter ,Metropolitian ,60,Outdoors,0.7,3.0253447684077948,1.3926105639494752,-1.1217630129124432
ygux736635249,30,4.1,22.75004,75.902847,22.76004,75.912847,2022-03-28,10:10:00,10:15:00,Sandstorms,Low ,motorcycle ,Urban ,170,Snacks,0.6199999999999999,1.5125746930786603,0.9213080015318299,-1.7503921541255698
tfwz830119025,21,4.6,19.178321,72.834715,19.238321,72.894715,2022-03-26,17:30:00,17:40:00,Sunny,Medium ,motorcycle ,Metropolitian ,85,Pet Supplies,0.72,9.176325854672063,2.3200640279671587,0.11528579838582458
ojxi728729356,31,4.5,21.186608,72.794136,21.216608,72.824136,2022-03-07,21:00:00,21:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,150,Apparel,0.7,4.560738018710983,1.7157308366319255,-0.6907812281265534
wzfu230089444,29,4.8,18.593481,73.785901,18.703481,73.895901,2022-03-14,21:15:00,21:30:00,Windy,Jam ,motorcycle ,Metropolitian ,90,Shoes,0.76,16.849904095492146,2.881998135409654,0.8648004065133089
rxhy145304960,33,4.6,22.311844,73.165081,22.401844,73.255081,2022-03-25,20:45:00,21:00:00,Fog,Jam ,motorcycle ,Metropolitian ,265,Clothing,0.72,13.631271209070386,2.683161101829404,0.5995891311497054
gzkt691017226,29,5.0,18.516216,73.842527,18.626216,73.952527,2022-03-29,18:00:00,18:15:00,Cloudy,Medium ,motorcycle ,Metropolitian ,155,Toys,0.8,16.853524905844964,2.882200962447085,0.8650709397047706
ylvx616787623,27,4.6,22.310329,73.169083,22.390329,73.249083,2022-03-25,22:30:00,22:45:00,Stormy,Low ,scooter ,Urban ,65,Snacks,0.72,12.11694692085026,2.5739050522326323,0.45386207149180513
drix495674647,36,5.0,26.902328,75.794257,26.992328,75.884257,2022-03-12,22:10:00,22:15:00,Stormy,Low ,motorcycle ,Metropolitian ,125,Home,0.8,13.406506203191485,2.6676799242082594,0.5789401464655861
wgyb089788246,38,4.3,19.866969,75.318894,19.906969,75.358894,2022-02-13,12:35:00,12:40:00,Windy,High ,motorcycle ,Metropolitian ,165,Toys,0.6599999999999999,6.105461806498072,1.9608637568327532,-0.36381993108111466
xdmn373200069,36,4.7,12.972161,77.596014,12.982161,77.606014,2022-03-19,08:50:00,09:00:00,Sunny,Low ,motorcycle ,Metropolitian ,95,Pet Supplies,0.74,1.5525820816222442,0.9371054278843071,-1.72932135300284
agod908214672,34,4.2,23.416792,85.316842,23.526792,85.426842,2022-03-25,21:10:00,21:25:00,Stormy,Jam ,motorcycle ,Metropolitian ,41,Grocery,0.64,16.5976594203346,2.8677659057194984,0.8458172839056659
evxu421725172,36,4.8,18.516216,73.842527,18.596216,73.922527,2022-03-02,18:35:00,18:50:00,Cloudy,Medium ,scooter ,Metropolitian ,185,Pet Supplies,0.76,12.257619701209565,2.584572458931217,0.46809038944854076
